Tank Name,Statistic,Value,nation
amx-13-am,… damaged (×),2,France
amx-13-am,Damage vs. modules,150,France
amx-13-am,Explosion radius (m),1.91,France
amx-13-am,Caliber (mm),105,France
amx-13-am,Shell velocity (m/s),435,France
amx-13-am,Shell gravity (m/s²),147,France
amx-13-am,Ballistic range (m),"1,287.24",France
amx-13-am,Ammo capacity,50,France
amx-13-am,Potential damage,"22,250",France
amx-13-am,Shell cost,190,France
amx-13-am,Top speed (km/h),60,France
amx-13-am,Reverse speed (km/h),14,France
amx-13-am,Power (hp),296.04 280,France
amx-13-am,Power/weight (hp/t),18.18,France
amx-13-am,Tank traverse (°/sec),31.29,France
amx-13-am,Effective top speed,,France
amx-13-am,… hard (km/h),60,France
amx-13-am,… medium (km/h),53.24,France
amx-13-am,… soft (km/h),32.96,France
amx-13-am,Effective traverse,,France
amx-13-am,… hard (°/sec),33.13,France
amx-13-am,… medium (°/sec),28.03,France
amx-13-am,… soft (°/sec),17.35,France
amx-13-am,Terrain resistance,,France
amx-13-am,… hard (rad⁻¹),1.05,France
amx-13-am,… medium (rad⁻¹),1.25,France
amx-13-am,… soft (rad⁻¹),2.01,France
amx-13-am,Gun elevation (°),45,France
amx-13-am,Gun depression (°),4,France
amx-13-am,Gun traverse (°/sec),30.63,France
amx-13-am,Gun traverse range (°),-13 / 13,France
amx-13-am,Turret traverse (°/sec),22.95,France
amx-13-am,Hull armor (mm),40 / 20 / 15,France
amx-13-am,Turret armor (mm),0 / 0 / 0,France
amx-13-am,Track armor (mm),10,France
amx-13-am,Health,290,France
amx-13-am,Engine health,160,France
amx-13-am,Track health,80,France
amx-13-am,… repaired,50,France
amx-13-am,… repair time (sec),12.96,France
amx-13-am,Ammo rack health,80,France
amx-13-am,Fuel tank health,125,France
amx-13-am,Max load (kg),"18,300",France
amx-13-am,Total weight (kg),"16,280",France
amx-13-am,Stationary camo (%),14.42 / 3.01,France
amx-13-am,Moving camo (%),7.24 / 1.51,France
amx-13-am,View range (m),265,France
amx-13-am,Radio range (m),750,France
amx-13-am,Fire chance,15%,France
amx-13-am,Tank cost,"410,000",France
s35-ca,DPM,"1,788",France
s35-ca,Damage,240,France
s35-ca,Penetration (mm),135,France
s35-ca,… at 500m (mm),122,France
s35-ca,Reload time (sec),8.05,France
s35-ca,Rate of fire (rnds/min),7.45,France
s35-ca,Aim time (sec),2.59,France
s35-ca,Dispersion,0.38,France
s35-ca,… damaged,0.77,France
s35-ca,Dispersion factors,,France
s35-ca,… moving (+),0.24,France
s35-ca,… tank traverse (+),0.24,France
s35-ca,… turret traverse (+),0.20,France
s35-ca,… after firing (+),4,France
s35-ca,… damaged (×),2,France
s35-ca,Damage vs. modules,122,France
s35-ca,Caliber (mm),90,France
s35-ca,Shell velocity (m/s),800,France
s35-ca,Max range (m),720,France
s35-ca,Ammo capacity,80,France
s35-ca,Potential damage,"19,200",France
s35-ca,Shell cost,255,France
s35-ca,Top speed (km/h),37,France
s35-ca,Reverse speed (km/h),12,France
s35-ca,Power (hp),274.89 260,France
s35-ca,Power/weight (hp/t),13.70,France
s35-ca,Tank traverse (°/sec),29.20,France
s35-ca,Effective top speed,,France
s35-ca,… hard (km/h),37,France
s35-ca,… medium (km/h),32.58,France
s35-ca,… soft (km/h),19.31,France
s35-ca,Effective traverse,,France
s35-ca,… hard (°/sec),32.04,France
s35-ca,… medium (°/sec),28.03,France
s35-ca,… soft (°/sec),16.61,France
s35-ca,Terrain resistance,,France
s35-ca,… hard (rad⁻¹),1.34,France
s35-ca,… medium (rad⁻¹),1.53,France
s35-ca,… soft (rad⁻¹),2.59,France
s35-ca,Gun elevation (°),22,France
s35-ca,Gun depression (°),9,France
s35-ca,Gun traverse (°/sec),35,France
s35-ca,Gun traverse range (°),-15 / 29,France
s35-ca,Turret traverse (°/sec),27.12,France
s35-ca,Hull armor (mm),56 / 35 / 35,France
s35-ca,Turret armor (mm),0 / 0 / 0,France
s35-ca,Track armor (mm),15,France
s35-ca,Health,430,France
s35-ca,Engine health,80,France
s35-ca,Track health,100,France
s35-ca,… repaired,50,France
s35-ca,… repair time (sec),12.03,France
s35-ca,Ammo rack health,160,France
s35-ca,Fuel tank health,150,France
s35-ca,Max load (kg),"22,800",France
s35-ca,Total weight (kg),"20,070",France
s35-ca,Stationary camo (%),21.09 / 5.27,France
s35-ca,Moving camo (%),12.65 / 3.16,France
s35-ca,View range (m),340,France
s35-ca,Radio range (m),455,France
s35-ca,Fire chance,20%,France
s35-ca,Tank cost,"403,000",France
bdr-g1-b,DPM,"1,501.92",France
bdr-g1-b,Damage,240,France
bdr-g1-b,Penetration (mm),135,France
bdr-g1-b,… at 500m (mm),122,France
bdr-g1-b,Reload time (sec),9.59,France
bdr-g1-b,Rate of fire (rnds/min),6.26,France
bdr-g1-b,Aim time (sec),2.59,France
bdr-g1-b,Dispersion,0.36,France
bdr-g1-b,… damaged,0.73,France
bdr-g1-b,Dispersion factors,,France
bdr-g1-b,… moving (+),0.28,France
bdr-g1-b,… tank traverse (+),0.28,France
bdr-g1-b,… turret traverse (+),0.13,France
bdr-g1-b,… after firing (+),4,France
bdr-g1-b,… damaged (×),2,France
bdr-g1-b,Damage vs. modules,122,France
bdr-g1-b,Caliber (mm),90,France
bdr-g1-b,Shell velocity (m/s),800,France
bdr-g1-b,Max range (m),720,France
bdr-g1-b,Ammo capacity,60,France
bdr-g1-b,Potential damage,"14,400",France
bdr-g1-b,Shell cost,255,France
bdr-g1-b,Top speed (km/h),30,France
bdr-g1-b,Reverse speed (km/h),10,France
bdr-g1-b,Power (hp),475.78 450,France
bdr-g1-b,Power/weight (hp/t),12.62,France
bdr-g1-b,Tank traverse (°/sec),25.03,France
bdr-g1-b,Effective top speed,,France
bdr-g1-b,… hard (km/h),30,France
bdr-g1-b,… medium (km/h),30,France
bdr-g1-b,… soft (km/h),20.88,France
bdr-g1-b,Effective traverse,,France
bdr-g1-b,… hard (°/sec),28.95,France
bdr-g1-b,… medium (°/sec),26.88,France
bdr-g1-b,… soft (°/sec),16.36,France
bdr-g1-b,Terrain resistance,,France
bdr-g1-b,… hard (rad⁻¹),1.25,France
bdr-g1-b,… medium (rad⁻¹),1.34,France
bdr-g1-b,… soft (rad⁻¹),2.21,France
bdr-g1-b,Gun elevation (°),17,France
bdr-g1-b,Gun depression (°),8,France
bdr-g1-b,Gun traverse (°/sec),35,France
bdr-g1-b,Gun traverse range (°),-180 / 180,France
bdr-g1-b,Turret traverse (°/sec),27.12,France
bdr-g1-b,Hull armor (mm),60 / 40 / 60,France
bdr-g1-b,Turret armor (mm),80 / 70 / 60,France
bdr-g1-b,Track armor (mm),20,France
bdr-g1-b,Health,920,France
bdr-g1-b,Engine health,105,France
bdr-g1-b,Track health,140,France
bdr-g1-b,… repaired,50,France
bdr-g1-b,… repair time (sec),12.03,France
bdr-g1-b,Ammo rack health,160,France
bdr-g1-b,Fuel tank health,150,France
bdr-g1-b,Max load (kg),"40,000",France
bdr-g1-b,Total weight (kg),"37,700",France
bdr-g1-b,Stationary camo (%),6.28 / 1.57,France
bdr-g1-b,Moving camo (%),3.14 / 0.79,France
bdr-g1-b,View range (m),320,France
bdr-g1-b,Radio range (m),740.53,France
bdr-g1-b,Fire chance,15%,France
bdr-g1-b,Tank cost,"400,000",France
amx-elc-bis,DPM,"1,028.57",France
amx-elc-bis,Damage,240,France
amx-elc-bis,Penetration (mm),120,France
amx-elc-bis,… at 500m (mm),98,France
amx-elc-bis,Reload time (sec),14,France
amx-elc-bis,Rate of fire (rnds/min),4.29,France
amx-elc-bis,Aim time (sec),2.90,France
amx-elc-bis,Dispersion,0.38,France
amx-elc-bis,… damaged,0.76,France
amx-elc-bis,Dispersion factors,,France
amx-elc-bis,… moving (+),0.18,France
amx-elc-bis,… tank traverse (+),0.18,France
amx-elc-bis,… turret traverse (+),0.23,France
amx-elc-bis,… after firing (+),4,France
amx-elc-bis,… damaged (×),2,France
amx-elc-bis,Damage vs. modules,122,France
amx-elc-bis,Caliber (mm),90,France
amx-elc-bis,Shell velocity (m/s),930,France
amx-elc-bis,Max range (m),720,France
amx-elc-bis,Ammo capacity,44,France
amx-elc-bis,Potential damage,"10,560",France
amx-elc-bis,Shell cost,255,France
amx-elc-bis,Top speed (km/h),60,France
amx-elc-bis,Reverse speed (km/h),20,France
amx-elc-bis,Power (hp),180,France
amx-elc-bis,Power/weight (hp/t),26.63,France
amx-elc-bis,Tank traverse (°/sec),39.63,France
amx-elc-bis,Effective top speed,,France
amx-elc-bis,… hard (km/h),60,France
amx-elc-bis,… medium (km/h),60,France
amx-elc-bis,… soft (km/h),42.23,France
amx-elc-bis,Effective traverse,,France
amx-elc-bis,… hard (°/sec),46.86,France
amx-elc-bis,… medium (°/sec),40.16,France
amx-elc-bis,… soft (°/sec),23.43,France
amx-elc-bis,Terrain resistance,,France
amx-elc-bis,… hard (rad⁻¹),1.15,France
amx-elc-bis,… medium (rad⁻¹),1.34,France
amx-elc-bis,… soft (rad⁻¹),2.30,France
amx-elc-bis,Gun elevation (°),13,France
amx-elc-bis,Gun depression (°),5,France
amx-elc-bis,Gun traverse (°/sec),35,France
amx-elc-bis,Gun traverse range (°),-15 / 15,France
amx-elc-bis,Turret traverse (°/sec),44,France
amx-elc-bis,Hull armor (mm),25 / 10 / 15,France
amx-elc-bis,Turret armor (mm),20 / 15 / 10,France
amx-elc-bis,Track armor (mm),10,France
amx-elc-bis,Health,490,France
amx-elc-bis,Engine health,105,France
amx-elc-bis,Track health,100,France
amx-elc-bis,… repaired,50,France
amx-elc-bis,… repair time (sec),12.03,France
amx-elc-bis,Ammo rack health,130,France
amx-elc-bis,Fuel tank health,150,France
amx-elc-bis,Max load (kg),"7,950",France
amx-elc-bis,Total weight (kg),"6,760",France
amx-elc-bis,Stationary camo (%),21.89 / 5.21,France
amx-elc-bis,Moving camo (%),21.89 / 5.21,France
amx-elc-bis,View range (m),360,France
amx-elc-bis,Radio range (m),400,France
amx-elc-bis,Fire chance,15%,France
amx-elc-bis,Tank cost,"315,000",France
amx-13-f3,DPM,"1,235.91",France
amx-13-f3,Damage,630,France
amx-13-f3,Penetration (mm),39,France
amx-13-f3,Reload time (sec),30.58,France
amx-13-f3,Rate of fire (rnds/min),1.96,France
amx-13-f3,Aim time (sec),5.75,France
amx-13-f3,Dispersion,0.67,France
amx-13-f3,… damaged,1.34,France
amx-13-f3,Dispersion factors,,France
amx-13-f3,… moving (+),0.30,France
amx-13-f3,… tank traverse (+),0.30,France
amx-13-f3,… turret traverse (+),0.40,France
amx-13-f3,… after firing (+),6,France
amx-13-f3,… damaged (×),2,France
amx-13-f3,Damage vs. modules,105,France
amx-13-f3,Explosion radius (m),7.60,France
amx-13-f3,Stun duration (s),11 – 22,France
amx-13-f3,Caliber (mm),155,France
amx-13-f3,Shell velocity (m/s),470,France
amx-13-f3,Shell gravity (m/s²),160,France
amx-13-f3,Ballistic range (m),"1,380.63",France
amx-13-f3,Ammo capacity,25,France
amx-13-f3,Potential damage,"15,750",France
amx-13-f3,Shell cost,"1,000",France
amx-13-f3,Top speed (km/h),60,France
amx-13-f3,Reverse speed (km/h),14,France
amx-13-f3,Power (hp),296.04 280,France
amx-13-f3,Power/weight (hp/t),17.96,France
amx-13-f3,Tank traverse (°/sec),31.29,France
amx-13-f3,Effective top speed,,France
amx-13-f3,… hard (km/h),60,France
amx-13-f3,… medium (km/h),52.59,France
amx-13-f3,… soft (km/h),32.56,France
amx-13-f3,Effective traverse,,France
amx-13-f3,… hard (°/sec),30.39,France
amx-13-f3,… medium (°/sec),25.72,France
amx-13-f3,… soft (°/sec),15.92,France
amx-13-f3,Terrain resistance,,France
amx-13-f3,… hard (rad⁻¹),1.05,France
amx-13-f3,… medium (rad⁻¹),1.25,France
amx-13-f3,… soft (rad⁻¹),2.01,France
amx-13-f3,Gun elevation (°),45,France
amx-13-f3,Gun depression (°),0,France
amx-13-f3,Gun traverse (°/sec),22.75,France
amx-13-f3,Gun traverse range (°),-15 / 20,France
amx-13-f3,Turret traverse (°/sec),14.60,France
amx-13-f3,Hull armor (mm),40 / 20 / 15,France
amx-13-f3,Turret armor (mm),0 / 0 / 0,France
amx-13-f3,Track armor (mm),10,France
amx-13-f3,Health,300,France
amx-13-f3,Engine health,160,France
amx-13-f3,Track health,90,France
amx-13-f3,… repaired,50,France
amx-13-f3,… repair time (sec),12.63,France
amx-13-f3,Ammo rack health,90,France
amx-13-f3,Fuel tank health,125,France
amx-13-f3,Max load (kg),"18,500",France
amx-13-f3,Total weight (kg),"16,480",France
amx-13-f3,Stationary camo (%),17.78 / 2.40,France
amx-13-f3,Moving camo (%),8.89 / 1.20,France
amx-13-f3,View range (m),270,France
amx-13-f3,Radio range (m),750,France
amx-13-f3,Fire chance,15%,France
amx-13-f3,Tank cost,"935,000",France
arl-v39,DPM,"2,002.56",France
arl-v39,Damage,240,France
arl-v39,Penetration (mm),212,France
arl-v39,… at 500m (mm),193,France
arl-v39,Reload time (sec),7.19,France
arl-v39,Rate of fire (rnds/min),8.34,France
arl-v39,Aim time (sec),2.01,France
arl-v39,Dispersion,0.35,France
arl-v39,… damaged,0.69,France
arl-v39,Dispersion factors,,France
arl-v39,… moving (+),0.22,France
arl-v39,… tank traverse (+),0.22,France
arl-v39,… turret traverse (+),0.16,France
arl-v39,… after firing (+),4,France
arl-v39,… damaged (×),2,France
arl-v39,Damage vs. modules,122,France
arl-v39,Caliber (mm),90,France
arl-v39,Shell velocity (m/s),"1,000",France
arl-v39,Max range (m),720,France
arl-v39,Ammo capacity,80,France
arl-v39,Potential damage,"19,200",France
arl-v39,Shell cost,255,France
arl-v39,Top speed (km/h),45,France
arl-v39,Reverse speed (km/h),12,France
arl-v39,Power (hp),475.78 450,France
arl-v39,Power/weight (hp/t),17.74,France
arl-v39,Tank traverse (°/sec),25.03,France
arl-v39,Effective top speed,,France
arl-v39,… hard (km/h),45,France
arl-v39,… medium (km/h),45,France
arl-v39,… soft (km/h),27,France
arl-v39,Effective traverse,,France
arl-v39,… hard (°/sec),28.31,France
arl-v39,… medium (°/sec),26.42,France
arl-v39,… soft (°/sec),15.85,France
arl-v39,Terrain resistance,,France
arl-v39,… hard (rad⁻¹),1.34,France
arl-v39,… medium (rad⁻¹),1.44,France
arl-v39,… soft (rad⁻¹),2.40,France
arl-v39,Gun elevation (°),18,France
arl-v39,Gun depression (°),6,France
arl-v39,Gun traverse (°/sec),35,France
arl-v39,Gun traverse range (°),-7 / 7,France
arl-v39,Turret traverse (°/sec),27.12,France
arl-v39,Hull armor (mm),60 / 40 / 60,France
arl-v39,Turret armor (mm),0 / 0 / 0,France
arl-v39,Track armor (mm),20,France
arl-v39,Health,680,France
arl-v39,Engine health,105,France
arl-v39,Track health,120,France
arl-v39,… repaired,70,France
arl-v39,… repair time (sec),12.03,France
arl-v39,Ammo rack health,200,France
arl-v39,Fuel tank health,175,France
arl-v39,Max load (kg),"28,400",France
arl-v39,Total weight (kg),"26,825",France
arl-v39,Stationary camo (%),16.24 / 3.66,France
arl-v39,Moving camo (%),9.75 / 2.19,France
arl-v39,View range (m),350,France
arl-v39,Radio range (m),740.53,France
arl-v39,Fire chance,15%,France
arl-v39,Tank cost,"900,000",France
arl-44,DPM,"1,501.92",France
arl-44,Damage,240,France
arl-44,Penetration (mm),212,France
arl-44,… at 500m (mm),193,France
arl-44,Reload time (sec),9.59,France
arl-44,Rate of fire (rnds/min),6.26,France
arl-44,Aim time (sec),3.26,France
arl-44,Dispersion,0.36,France
arl-44,… damaged,0.73,France
arl-44,Dispersion factors,,France
arl-44,… moving (+),0.24,France
arl-44,… tank traverse (+),0.24,France
arl-44,… turret traverse (+),0.20,France
arl-44,… after firing (+),4.50,France
arl-44,… damaged (×),2,France
arl-44,Damage vs. modules,122,France
arl-44,Caliber (mm),90,France
arl-44,Shell velocity (m/s),"1,000",France
arl-44,Max range (m),720,France
arl-44,Ammo capacity,50,France
arl-44,Potential damage,"12,000",France
arl-44,Shell cost,255,France
arl-44,Top speed (km/h),37,France
arl-44,Reverse speed (km/h),10,France
arl-44,Power (hp),792.96 750,France
arl-44,Power/weight (hp/t),16.81,France
arl-44,Tank traverse (°/sec),20.86,France
arl-44,Effective top speed,,France
arl-44,… hard (km/h),37,France
arl-44,… medium (km/h),37,France
arl-44,… soft (km/h),23.69,France
arl-44,Effective traverse,,France
arl-44,… hard (°/sec),26.80,France
arl-44,… medium (°/sec),23.45,France
arl-44,… soft (°/sec),13.90,France
arl-44,Terrain resistance,,France
arl-44,… hard (rad⁻¹),1.34,France
arl-44,… medium (rad⁻¹),1.53,France
arl-44,… soft (rad⁻¹),2.59,France
arl-44,Gun elevation (°),15,France
arl-44,Gun depression (°),10,France
arl-44,Gun traverse (°/sec),35,France
arl-44,Gun traverse range (°),-180 / 180,France
arl-44,Turret traverse (°/sec),22.95,France
arl-44,Hull armor (mm),120 / 60 / 40,France
arl-44,Turret armor (mm),110 / 30 / 30,France
arl-44,Track armor (mm),20,France
arl-44,Health,920,France
arl-44,Engine health,260,France
arl-44,Track health,150,France
arl-44,… repaired,50,France
arl-44,… repair time (sec),12.03,France
arl-44,Ammo rack health,200,France
arl-44,Fuel tank health,150,France
arl-44,Max load (kg),"50,500",France
arl-44,Total weight (kg),"47,180",France
arl-44,Stationary camo (%),5.24 / 1.18,France
arl-44,Moving camo (%),2.62 / 0.59,France
arl-44,View range (m),350,France
arl-44,Radio range (m),782.25,France
arl-44,Fire chance,20%,France
arl-44,Tank cost,"925,000",France
amx-12-t,DPM,"1,196.50",France
amx-12-t,Damage,135,France
amx-12-t,Penetration (mm),144,France
amx-12-t,… at 500m (mm),128,France
amx-12-t,Reload time (sec),19.58,France
amx-12-t,Rate of fire (rnds/min),8.86,France
amx-12-t,Clip size,4,France
amx-12-t,Clip damage,540 / 7.5s,France
amx-12-t,Intra-clip reload,2.50,France
amx-12-t,Aim time (sec),2.21,France
amx-12-t,Dispersion,0.38,France
amx-12-t,… damaged,0.77,France
amx-12-t,Dispersion factors,,France
amx-12-t,… moving (+),0.16,France
amx-12-t,… tank traverse (+),0.16,France
amx-12-t,… turret traverse (+),0.14,France
amx-12-t,… after firing (+),4,France
amx-12-t,… damaged (×),2,France
amx-12-t,Damage vs. modules,100,France
amx-12-t,Caliber (mm),75,France
amx-12-t,Shell velocity (m/s),"1,000",France
amx-12-t,Max range (m),720,France
amx-12-t,Ammo capacity,36,France
amx-12-t,Potential damage,"4,860",France
amx-12-t,Shell cost,109,France
amx-12-t,Top speed (km/h),60,France
amx-12-t,Reverse speed (km/h),23,France
amx-12-t,Power (hp),330,France
amx-12-t,Power/weight (hp/t),27.25,France
amx-12-t,Tank traverse (°/sec),39.63,France
amx-12-t,Effective top speed,,France
amx-12-t,… hard (km/h),60,France
amx-12-t,… medium (km/h),60,France
amx-12-t,… soft (km/h),57.62,France
amx-12-t,Effective traverse,,France
amx-12-t,… hard (°/sec),51.45,France
amx-12-t,… medium (°/sec),46.31,France
amx-12-t,… soft (°/sec),25.73,France
amx-12-t,Terrain resistance,,France
amx-12-t,… hard (rad⁻¹),0.86,France
amx-12-t,… medium (rad⁻¹),0.96,France
amx-12-t,… soft (rad⁻¹),1.73,France
amx-12-t,Gun elevation (°),12,France
amx-12-t,Gun depression (°),6,France
amx-12-t,Gun traverse (°/sec),35,France
amx-12-t,Gun traverse range (°),-180 / 180,France
amx-12-t,Turret traverse (°/sec),45.89,France
amx-12-t,Hull armor (mm),50 / 20 / 15,France
amx-12-t,Turret armor (mm),30 / 20 / 20,France
amx-12-t,Track armor (mm),15,France
amx-12-t,Health,650,France
amx-12-t,Engine health,234,France
amx-12-t,Track health,120,France
amx-12-t,… repaired,50,France
amx-12-t,… repair time (sec),12.03,France
amx-12-t,Ammo rack health,180,France
amx-12-t,Fuel tank health,150,France
amx-12-t,Max load (kg),"13,500",France
amx-12-t,Total weight (kg),"12,110",France
amx-12-t,Stationary camo (%),17.95 / 4.20,France
amx-12-t,Moving camo (%),17.95 / 4.20,France
amx-12-t,View range (m),360,France
amx-12-t,Radio range (m),750,France
amx-12-t,Fire chance,20%,France
